,train_acc,train_loss,val_acc
0,0.720656894679696,0.6875831404083533,0.5060416666666666
1,0.9411373507057547,0.1714142737344793,0.524375
2,0.9641116992399565,0.09533927969607156,0.536875
3,0.9685939196525516,0.07581540698531142,0.5572916666666666
4,0.9721362649294245,0.06251965198572587,0.565625
5,0.9729913137893594,0.05395175758886674,0.5722916666666666
6,0.9734934853420195,0.050021791022813115,0.5785416666666666
7,0.9728013029315961,0.05521757605705523,0.5710416666666667
8,0.9744028230184582,0.048209266131826786,0.6272916666666667
9,0.9730354234527687,0.049832393868105875,0.6170833333333333
10,0.9739651194353963,0.048649277582680985,0.573125
11,0.9744367535287731,0.04683673133916914,0.5789583333333334
12,0.9742637079261672,0.045296647328028114,0.5983333333333334
13,0.9752951954397394,0.04649008569579122,0.578125
14,0.9748778501628664,0.04647041244888031,0.6022916666666667
15,0.9748303474484257,0.046819699675689885,0.574375
16,0.9745453311617807,0.046065047510633984,0.6472916666666667
17,0.9748608849077091,0.04375829004436974,0.5652083333333333
18,0.9762282844733985,0.04202580919813054,0.6239583333333333
19,0.9756209283387622,0.0455144907622642,0.5995833333333334
20,0.9754241313789359,0.042170511808378996,0.5779166666666666
21,0.9759296959826276,0.04587718583529075,0.6429166666666667
22,0.975542888165038,0.04123693021205108,0.6695833333333333
23,0.9759839847991314,0.0419192953240495,0.6308333333333334
24,0.9754275244299674,0.041454838554183714,0.6122916666666667
25,0.9762622149837134,0.04055646533961938,0.63125
26,0.9751560803474484,0.0413629468433387,0.6270833333333333
27,0.9746471226927254,0.04344484700306224,0.6595833333333333
28,0.9757464712269273,0.0387061392378028,0.6708333333333333
29,0.9766795602605863,0.03965116354017966,0.6027083333333333
30,0.9752680510314875,0.043424920165183525,0.6275
31,0.9765302660152009,0.03894239491042411,0.660625
32,0.975953447339848,0.04312860438482663,0.6483333333333333
33,0.9750271444082519,0.03983635721686964,0.6195833333333334
34,0.9772563789359392,0.04078719369500296,0.685
35,0.9757091476655809,0.040204455207392076,0.6360416666666666
36,0.9751832247557003,0.04071201293889537,0.69375
37,0.9765099077090119,0.038424453394210016,0.6747916666666667
38,0.9756107491856677,0.042098334905161176,0.6502083333333334
39,0.9761706026058632,0.03897582700458987,0.6229166666666667
40,0.9759771986970684,0.04000620675957858,0.6791666666666667
41,0.9759364820846905,0.041334566779636525,0.6579166666666667
42,0.9756073561346362,0.04351912796470772,0.63875
43,0.9752985884907709,0.03984608383497252,0.6916666666666667
44,0.9764590119435397,0.04082690640403787,0.6839583333333333
45,0.9766558089033659,0.03744223415587313,0.6054166666666667
46,0.9763097176981542,0.038094740401339554,0.64625
47,0.9755700325732899,0.041260460342772885,0.6691666666666667
48,0.9766829533116178,0.03851834850754479,0.665
49,0.9747251628664495,0.04301273005938298,0.6483333333333333
50,0.9756311074918567,0.04000328983089651,0.6420833333333333
51,0.9764047231270359,0.04146561757886292,0.6529166666666667
52,0.976099348534202,0.04072314143911765,0.668125
53,0.9768593919652552,0.03845027278273142,0.6945833333333333
54,0.9768152823018458,0.037242201209469486,0.653125
55,0.9759907709011943,0.03893344848636578,0.6183333333333333
56,0.9758788002171552,0.04098230630798224,0.6527083333333333
57,0.9755089576547231,0.04280904216618015,0.6827083333333334
58,0.9761400651465798,0.04005070958846938,0.688125
59,0.9751492942453854,0.03927669176986386,0.6683333333333333
60,0.9770426167209555,0.03694829279261497,0.6558333333333334
61,0.9770629750271445,0.03633690857779686,0.665625
62,0.9761977470141151,0.04358554535607725,0.6670833333333334
63,0.9756345005428881,0.042103260028698256,0.6754166666666667
64,0.975933089033659,0.03918049469972531,0.6377083333333333
65,0.9768526058631922,0.03719701558148688,0.6529166666666667
66,0.9764081161780673,0.04064087190210268,0.694375
67,0.9758177252985885,0.04195782003889349,0.6660416666666666
68,0.9772054831704668,0.04077015403019609,0.67625
69,0.9763877578718784,0.038039533723454005,0.699375
70,0.9765506243213898,0.03723666876834343,0.6733333333333333
71,0.9776397937024973,0.03947640471286955,0.6439583333333333
72,0.9757770086862106,0.03862488082976336,0.6935416666666666
73,0.9753766286644951,0.04335581037573391,0.6847916666666667
74,0.9756209283387622,0.04245505211845476,0.668125
75,0.9762961454940282,0.03891575351591424,0.6304166666666666
76,0.9762452497285559,0.03906577903670075,0.6695833333333333
77,0.9771749457111835,0.03926434009241674,0.709375
78,0.9761536373507057,0.03772927226820255,0.6833333333333333
79,0.9765234799131379,0.04029594040123254,0.7045833333333333
80,0.9761943539630836,0.04072971599481973,0.6089583333333334
81,0.9768899294245386,0.039926075123686955,0.6960416666666667
82,0.9774056731813247,0.03734705916874123,0.6575
83,0.9756548588490771,0.040449571387830625,0.6814583333333334
84,0.9772360206297502,0.041136768710446595,0.6829166666666666
85,0.9758957654723127,0.04191045193795912,0.66625
86,0.9758448697068404,0.04021453547487416,0.67625
87,0.9760213083604777,0.042167410601362365,0.710625
88,0.9768051031487514,0.03910536815451382,0.6645833333333333
89,0.9755666395222584,0.0398458405301956,0.6627083333333333
90,0.9773378121606949,0.0403076193173848,0.7189583333333334
91,0.9767202768729641,0.037722335485613864,0.6985416666666666
92,0.9767202768729641,0.03695131667331333,0.6497916666666667
93,0.975953447339848,0.0402018304562355,0.730625
94,0.9771308360477742,0.03837110641216119,0.7027083333333334
95,0.9763470412595006,0.03739055668798575,0.6789583333333333
96,0.9769408251900109,0.039975124047429776,0.6775
97,0.9770324375678611,0.04443009539711679,0.745625
98,0.9750542888165038,0.03969096795300675,0.6870833333333334
99,0.9763640065146579,0.04058145361936453,0.7079166666666666
